text,meta_chunk_type,meta_residence,meta_year,meta_contexte,meta_groupe,meta_code_h,meta_ligne,meta_row_index,meta_years,meta_trend_metadata
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement matériel
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 0 €
Valeur 2025: 3 €
Variation: -100.00% vs 2025
Code Hiérarchique: 5.1.2.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,5.1.2.,Amortissement matériel,119,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Amortissement matériel
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 0 €, 2025: 3 €, 2026: 0 €
Variation globale: N/A
Code Hiérarchique: 5.1.2.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,5.1.2.,Amortissement matériel,119,"[2024, 2025, 2026]",
"Variation détectée: N/A
Recommandations:
- Données insuffisantes pour recommandations automatiques.
",RECOMMENDATION,Noisy,,,,,,119,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '5.1.2.', 'ligne': 'Amortissement matériel', 'row_index': 119}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.2.1.
Ligne analytique: Amortissement - Téléphonie
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement - Téléphonie
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 0 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 5.1.2.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.2.1.
Ligne analytique: Amortissement - Téléphonie
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement - Téléphonie
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 0 €
Valeur 2022: 0 €
Variation: N/A
Code Hiérarchique: 5.1.2.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.2.1.
Ligne analytique: Amortissement - Téléphonie
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement - Téléphonie
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 0 €
Valeur 2023: 0 €
Variation: N/A
Code Hiérarchique: 5.1.2.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 5.1.2.1.
Ligne analytique: Amortissement - Téléphonie
Valeur annuelle: 3 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement - Téléphonie
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 3 €
Valeur 2024: 0 €
Variation: N/A
Code Hiérarchique: 5.1.2.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 5.1.2.1.
Ligne analytique: Amortissement - Téléphonie
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement - Téléphonie
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 0 €
Valeur 2025: 3 €
Variation: -100.00% vs 2025
Code Hiérarchique: 5.1.2.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,5.1.2.1.,Amortissement - Téléphonie,120,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Amortissement - Téléphonie
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 0 €, 2025: 3 €, 2026: 0 €
Variation globale: N/A
Code Hiérarchique: 5.1.2.1.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,5.1.2.1.,Amortissement - Téléphonie,120,"[2024, 2025, 2026]",
"Variation détectée: N/A
Recommandations:
- Données insuffisantes pour recommandations automatiques.
",RECOMMENDATION,Noisy,,,,,,120,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '5.1.2.1.', 'ligne': 'Amortissement - Téléphonie', 'row_index': 120}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.
Ligne analytique: Amortissement Mobilier Travaux
Valeur annuelle: 13218 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement Mobilier Travaux
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 13218 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 5.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.
Ligne analytique: Amortissement Mobilier Travaux
Valeur annuelle: 19728 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement Mobilier Travaux
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 19728 €
Valeur 2022: 13218 €
Variation: 49.25% vs 2022
Code Hiérarchique: 5.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.
Ligne analytique: Amortissement Mobilier Travaux
Valeur annuelle: 21036 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement Mobilier Travaux
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 21036 €
Valeur 2023: 19728 €
Variation: 6.63% vs 2023
Code Hiérarchique: 5.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 5.1.3.
Ligne analytique: Amortissement Mobilier Travaux
Valeur annuelle: 17246 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement Mobilier Travaux
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 17246 €
Valeur 2024: 21036 €
Variation: -18.02% vs 2024
Code Hiérarchique: 5.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 5.1.3.
Ligne analytique: Amortissement Mobilier Travaux
Valeur annuelle: 25200 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Amortissement Mobilier Travaux
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 25200 €
Valeur 2025: 17246 €
Variation: 46.12% vs 2025
Code Hiérarchique: 5.1.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,5.1.3.,Amortissement Mobilier Travaux,121,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Amortissement Mobilier Travaux
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 21036 €, 2025: 17246 €, 2026: 25200 €
Variation globale: 19.79% (2024→2026)
Code Hiérarchique: 5.1.3.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,5.1.3.,Amortissement Mobilier Travaux,121,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): 19.8%
Recommandations:
- Tendance fortement positive → vérifier si le budget sous-estime la croissance ; envisager de réallouer le budget investissement.
",RECOMMENDATION,Noisy,,,,,,121,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '5.1.3.', 'ligne': 'Amortissement Mobilier Travaux', 'row_index': 121}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.1.
Ligne analytique: Mat. Para Hôtelier - Amortissement
Valeur annuelle: 328 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mat. Para Hôtelier - Amortissement
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 328 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 5.1.3.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.1.
Ligne analytique: Mat. Para Hôtelier - Amortissement
Valeur annuelle: 328 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mat. Para Hôtelier - Amortissement
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 328 €
Valeur 2022: 328 €
Variation: 0.00% vs 2022
Code Hiérarchique: 5.1.3.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.1.
Ligne analytique: Mat. Para Hôtelier - Amortissement
Valeur annuelle: 606 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mat. Para Hôtelier - Amortissement
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 606 €
Valeur 2023: 328 €
Variation: 84.76% vs 2023
Code Hiérarchique: 5.1.3.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 5.1.3.1.
Ligne analytique: Mat. Para Hôtelier - Amortissement
Valeur annuelle: 218 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mat. Para Hôtelier - Amortissement
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 218 €
Valeur 2024: 606 €
Variation: -64.03% vs 2024
Code Hiérarchique: 5.1.3.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 5.1.3.1.
Ligne analytique: Mat. Para Hôtelier - Amortissement
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mat. Para Hôtelier - Amortissement
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 0 €
Valeur 2025: 218 €
Variation: -100.00% vs 2025
Code Hiérarchique: 5.1.3.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Mat. Para Hôtelier - Amortissement
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 606 €, 2025: 218 €, 2026: 0 €
Variation globale: -100.00% (2024→2026)
Code Hiérarchique: 5.1.3.1.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,122,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): -100.0%
Recommandations:
- Tendance négative → investiguer les causes (baisse du CA / hausse des charges). Prioriser les postes 'Energie' et 'Maintenance'.
",RECOMMENDATION,Noisy,,,,,,122,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '5.1.3.1.', 'ligne': 'Mat. Para Hôtelier - Amortissement', 'row_index': 122}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.3.
Ligne analytique: Mobilier - Amortissement
Valeur annuelle: 12890 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - Amortissement
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 12890 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 5.1.3.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.3.
Ligne analytique: Mobilier - Amortissement
Valeur annuelle: 19401 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - Amortissement
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 19401 €
Valeur 2022: 12890 €
Variation: 50.51% vs 2022
Code Hiérarchique: 5.1.3.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.3.3.
Ligne analytique: Mobilier - Amortissement
Valeur annuelle: 20430 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - Amortissement
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 20430 €
Valeur 2023: 19401 €
Variation: 5.30% vs 2023
Code Hiérarchique: 5.1.3.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 5.1.3.3.
Ligne analytique: Mobilier - Amortissement
Valeur annuelle: 17028 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - Amortissement
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 17028 €
Valeur 2024: 20430 €
Variation: -16.65% vs 2024
Code Hiérarchique: 5.1.3.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 5.1.3.3.
Ligne analytique: Mobilier - Amortissement
Valeur annuelle: 25200 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - Amortissement
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 25200 €
Valeur 2025: 17028 €
Variation: 47.99% vs 2025
Code Hiérarchique: 5.1.3.3.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,5.1.3.3.,Mobilier - Amortissement,123,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Mobilier - Amortissement
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 20430 €, 2025: 17028 €, 2026: 25200 €
Variation globale: 23.35% (2024→2026)
Code Hiérarchique: 5.1.3.3.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,5.1.3.3.,Mobilier - Amortissement,123,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): 23.4%
Recommandations:
- Tendance fortement positive → vérifier si le budget sous-estime la croissance ; envisager de réallouer le budget investissement.
",RECOMMENDATION,Noisy,,,,,,123,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '5.1.3.3.', 'ligne': 'Mobilier - Amortissement', 'row_index': 123}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.4.
Ligne analytique: Agencement - Amortissement 80200003
Valeur annuelle: 1570 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Agencement - Amortissement 80200003
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 1570 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 5.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.4.
Ligne analytique: Agencement - Amortissement 80200003
Valeur annuelle: 5422 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Agencement - Amortissement 80200003
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 5422 €
Valeur 2022: 1570 €
Variation: 245.35% vs 2022
Code Hiérarchique: 5.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.4.
Ligne analytique: Agencement - Amortissement 80200003
Valeur annuelle: 7059 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Agencement - Amortissement 80200003
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 7059 €
Valeur 2023: 5422 €
Variation: 30.19% vs 2023
Code Hiérarchique: 5.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 5.1.4.
Ligne analytique: Agencement - Amortissement 80200003
Valeur annuelle: 5938 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Agencement - Amortissement 80200003
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 5938 €
Valeur 2024: 7059 €
Variation: -15.88% vs 2024
Code Hiérarchique: 5.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 5.1.4.
Ligne analytique: Agencement - Amortissement 80200003
Valeur annuelle: 9246 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Agencement - Amortissement 80200003
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 9246 €
Valeur 2025: 5938 €
Variation: 55.71% vs 2025
Code Hiérarchique: 5.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,5.1.4.,Agencement - Amortissement 80200003,124,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Agencement - Amortissement 80200003
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 7059 €, 2025: 5938 €, 2026: 9246 €
Variation globale: 30.98% (2024→2026)
Code Hiérarchique: 5.1.4.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,5.1.4.,Agencement - Amortissement 80200003,124,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): 31.0%
Recommandations:
- Tendance fortement positive → vérifier si le budget sous-estime la croissance ; envisager de réallouer le budget investissement.
",RECOMMENDATION,Noisy,,,,,,124,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '5.1.4.', 'ligne': 'Agencement - Amortissement 80200003', 'row_index': 124}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.6.
Ligne analytique: Mobilier - CB et Loc Financière
Valeur annuelle: 131 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - CB et Loc Financière
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 131 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 5.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.6.
Ligne analytique: Mobilier - CB et Loc Financière
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - CB et Loc Financière
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 0 €
Valeur 2022: 131 €
Variation: -100.00% vs 2022
Code Hiérarchique: 5.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 5.1.6.
Ligne analytique: Mobilier - CB et Loc Financière
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - CB et Loc Financière
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 0 €
Valeur 2023: 0 €
Variation: N/A
Code Hiérarchique: 5.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 5.1.6.
Ligne analytique: Mobilier - CB et Loc Financière
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - CB et Loc Financière
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 0 €
Valeur 2024: 0 €
Variation: N/A
Code Hiérarchique: 5.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 5.1.6.
Ligne analytique: Mobilier - CB et Loc Financière
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Mobilier - CB et Loc Financière
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 0 €
Valeur 2025: 0 €
Variation: N/A
Code Hiérarchique: 5.1.6.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,5.1.6.,Mobilier - CB et Loc Financière,125,,
