,Residence,Colonnes,Annee,Mois,Nature de l'écriture,Contexte,Code_H,Ligne_Analytique,Groupe,Montant
5379,11000099 - Noisy,Réel 2023,2023.0,6.0,Mensuelle,R,9.,MARGE 3,Marge,19612
5380,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.,RECETTES,Chiffre d'affaire,191374
5381,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,157033
5382,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,156705
5383,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,328
5384,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.2.,RECETTES ANNEXES,Chiffre d'affaire,34341
5385,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,30674
5386,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.2.2.,CA Frais locatif,Chiffre d'affaire,2167
5387,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1500
5388,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,1.2.5.2.,Laverie,Chiffre d'affaire,1500
5389,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,10,% DES RECETTES TOTALES,Chiffre d'affaire,189
5390,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,1945
5391,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,12.,EBITDA,Marge,113285
5392,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,14.,FREE CASH FLOW,Marge,113285
5393,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,59706
5394,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.1.,FRAIS DE PERSONNEL,Charge,995
5395,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.1.1.,Salaires,Charge,-3926
5396,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.1.10.,Prestataires sécurité gardiennage,Charge,295
5397,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.1.10.1.,Prestataire sécurité gardiennage,Charge,295
5398,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.1.2.,Charges sur salaires,Charge,-1799
5399,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.1.3.,Prime,Charge,232
5400,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.1.6.,Personnel intérimaire,Charge,3371
5401,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.1.8.,Frais Yser - Encadrement et commercial,Charge,2823
5402,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,127
5403,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.12.3.,Honoraire contentieux Gestion,Charge,127
5404,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,67
5405,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.12.3.2.,Honoraire - divers,Charge,61
5406,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.13.,DEPLACEMENT ET MISSION,Charge,154
5407,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.14.,PUBLICITE,Charge,700
5408,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.14.10.,"Autres frais commerciaux  (ex : touraction, mno…)",Charge,445
5409,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.14.7.,Publicité Estudines,Charge,255
5410,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.15.,Publicité Internet,Charge,738
5411,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.16.,FOURNITURES ADMINISTRATIVES,Charge,29
5412,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.16.3.,Frais bancaires (compte séparé),Charge,29
5413,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.16.3.2.,Frais financiers,Charge,29
5414,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,199
5415,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.17.1.,Téléphone (C° et Abonnement),Charge,199
5416,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.17.2.,Internet (location de ligne),Charge,0
5417,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.3.,ENERGIE,Charge,47210
5418,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.3.1.,EAU : (RSG-REA-YSER-LFP),Charge,39683
5419,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.3.2.,EDF : (RSG-REA-LFP),Charge,5941
5420,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,3955
5421,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.3.2.2.,EDF - Parties Privatives,Charge,1217
5422,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.3.2.3.,EDF - Ascenseurs,Charge,769
5423,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.3.3.,Chauffage - Gaz,Charge,1586
5424,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.4.,CONTRATS DE MAINTENANCE,Charge,1820
5425,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.4.1.,Contrat de maintenance LFP,Charge,140
5426,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.4.1.2.,Maintenance - chauffage,Charge,-1003
5427,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.4.1.3.,Maintenance - ascenseurs,Charge,1143
5428,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.4.2.,Autres charges de copropriété,Charge,89
5429,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,89
5430,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.4.4.,ASSURANCE : (Immeuble para hotelier multirisque),Charge,1591
5431,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,5022
5432,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.6.1.,Réparations Parties Privatives,Charge,7320
5433,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.6.4.,Récupération sur les locataires,Charge,-2298
5434,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.7.,REMISE EN ETAT PARTIES COMMUNES,Charge,2000
5435,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.7.1.,Réparation Partie Commune (Syndic + Résidence),Charge,2000
5436,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.7.1.3.,Réparation Partie Commune,Charge,2000
5437,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.7.1.3.2.,Réparation - chauffage,Charge,1003
5438,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.8.,LINGE ET BLANCHISSAGE,Charge,711
5439,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,2.8.1.,Location de linge + nettoyage de linge,Charge,711
5440,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,3.,MARGE 1,Marge,131668
5441,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.,Total 1,Charge,13769
5442,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,1945
5443,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.1.3.,Amortissement Mobilier Travaux,Charge,1538
5444,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.1.3.1.,Mat. Para Hôtelier - Amortissement,Charge,28
5445,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.1.3.3.,Mobilier - Amortissement,Charge,1510
5446,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.1.4.,Agencement - Amortissement 80200003,Charge,407
5447,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.4.,INCIDENCE T.V.A,Charge,10304
5448,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,10304
5449,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,5.5.,CET (ex Taxe Pro),Charge,1519
5450,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,6.,MARGE 2,Marge,117899
5451,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,8.,Total 2,Charge,6559
5452,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,8.2.,FRAIS DES SOCIETES,Charge,224
5453,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,8.2.1.,Frais des sociétés RSG,Charge,722
5454,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,8.2.7.,Incidence congés payés,Charge,-498
5455,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,8.3.,HONORAIRES SYNDIC,Charge,6336
5456,11000099 - Noisy,Réel 2023,2023.0,7.0,Mensuelle,R,9.,MARGE 3,Marge,111340
5457,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.,RECETTES,Chiffre d'affaire,166376
5458,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,162062
5459,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,161671
5460,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,391
5461,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.2.,RECETTES ANNEXES,Chiffre d'affaire,4314
5462,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.2.2.,CA Frais locatif,Chiffre d'affaire,2968
5463,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1168
5464,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.2.5.2.,Laverie,Chiffre d'affaire,1168
5465,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,1.2.8.,CA Divers,Chiffre d'affaire,177
5466,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,10,% DES RECETTES TOTALES,Chiffre d'affaire,73
5467,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,1906
5468,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,12.,EBITDA,Marge,-16194
5469,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,13.,CAPEX,Charge,15050
5470,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,14.,FREE CASH FLOW,Marge,-31244
5471,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,27265
5472,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.1.,FRAIS DE PERSONNEL,Charge,11089
5473,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.1.1.,Salaires,Charge,2845
5474,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.1.2.,Charges sur salaires,Charge,843
5475,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.1.3.,Prime,Charge,187
5476,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.1.6.,Personnel intérimaire,Charge,4770
5477,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.1.8.,Frais Yser - Encadrement et commercial,Charge,2242
5478,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.1.9.1.,Autres frais de personnel,Charge,404
5479,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,165
5480,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.12.3.,Honoraire contentieux Gestion,Charge,165
5481,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,165
5482,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.13.,DEPLACEMENT ET MISSION,Charge,155
5483,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.14.,PUBLICITE,Charge,148
5484,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.14.7.,Publicité Estudines,Charge,148
5485,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.15.,Publicité Internet,Charge,343
5486,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.16.,FOURNITURES ADMINISTRATIVES,Charge,111
5487,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.16.1.,"Fournitures (bureau, contrat, reprographie…)",Charge,111
5488,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.16.1.1.,Fournitures administratives,Charge,93
5489,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.16.1.3.,Reprographie,Charge,18
5490,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,2357
5491,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.17.1.,Téléphone (C° et Abonnement),Charge,2357
5492,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.2.,IMPOTS et TAXES DIVERSES,Charge,1633
5493,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.2.2.,Taxe d'ordures ménagères,Charge,268
5494,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.2.3.,Taxe foncière / Taxe d'habitation,Charge,1365
5495,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.2.3.2.,Taxe foncière Syndic,Charge,1365
5496,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.3.,ENERGIE,Charge,3313
5497,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.3.2.,EDF : (RSG-REA-LFP),Charge,1690
5498,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,632
5499,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.3.2.2.,EDF - Parties Privatives,Charge,1057
5500,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.3.3.,Chauffage - Gaz,Charge,1624
5501,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.4.,CONTRATS DE MAINTENANCE,Charge,3063
5502,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.4.1.,Contrat de maintenance LFP,Charge,2974
5503,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.4.1.3.,Maintenance - ascenseurs,Charge,1143
5504,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.4.1.9.,Maintenance - contrats divers,Charge,1831
5505,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.4.2.,Autres charges de copropriété,Charge,89
5506,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,89
5507,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,2113
5508,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.6.1.,Réparations Parties Privatives,Charge,1820
5509,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.6.3.,"Mobilier, équipement (renouvellement)",Charge,350
5510,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.6.4.,Récupération sur les locataires,Charge,-57
5511,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.7.,REMISE EN ETAT PARTIES COMMUNES,Charge,568
5512,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.7.1.,Réparation Partie Commune (Syndic + Résidence),Charge,568
5513,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.7.1.3.,Réparation Partie Commune,Charge,568
5514,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.7.1.3.3.,Réparation - ascenseurs,Charge,568
5515,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.8.,LINGE ET BLANCHISSAGE,Charge,498
5516,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.8.1.,Location de linge + nettoyage de linge,Charge,498
5517,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.9.,FOURNITURES D'EXPLOITATION,Charge,1709
5518,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.9.1.,Produits et matériel d'entretien,Charge,1417
5519,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.9.3.,Vaisselle logement et cafétaria,Charge,292
5520,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,2.9.3.2.,Vaisselle,Charge,292
5521,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,3.,MARGE 1,Marge,139111
5522,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.,Total 1,Charge,156716
5523,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,1906
5524,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.1.3.,Amortissement Mobilier Travaux,Charge,1499
5525,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.1.3.1.,Mat. Para Hôtelier - Amortissement,Charge,28
5526,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.1.3.3.,Mobilier - Amortissement,Charge,1471
5527,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.1.4.,Agencement - Amortissement 80200003,Charge,407
5528,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,148396
5529,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.2.1.,Loyers reversés aux propriétaires,Charge,148396
5530,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.4.,INCIDENCE T.V.A,Charge,5115
5531,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,5115
5532,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,5.5.,CET (ex Taxe Pro),Charge,1299
5533,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,6.,MARGE 2,Marge,-17605
5534,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,8.,Total 2,Charge,495
5535,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,8.2.,FRAIS DES SOCIETES,Charge,495
5536,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,8.2.1.,Frais des sociétés RSG,Charge,722
5537,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,8.2.7.,Incidence congés payés,Charge,-227
5538,11000099 - Noisy,Réel 2023,2023.0,8.0,Mensuelle,R,9.,MARGE 3,Marge,-18100
5539,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.,RECETTES,Chiffre d'affaire,171976
5540,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,166985
5541,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,166517
5542,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,468
5543,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.2.,RECETTES ANNEXES,Chiffre d'affaire,5398
5544,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.2.2.,CA Frais locatif,Chiffre d'affaire,3932
5545,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1465
5546,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.2.5.2.,Laverie,Chiffre d'affaire,1465
5547,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.2.8.,CA Divers,Chiffre d'affaire,0
5548,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,1.3.,Commission Agence TO,Chiffre d'affaire,-407
5549,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,10,% DES RECETTES TOTALES,Chiffre d'affaire,131
5550,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,1842
5551,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,12.,EBITDA,Marge,30882
5552,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,14.,FREE CASH FLOW,Marge,30882
5553,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,33326
5554,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.1.,FRAIS DE PERSONNEL,Charge,11458
5555,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.1.1.,Salaires,Charge,2845
5556,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.1.12.,Nettoyage Parties Privatives,Charge,300
5557,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.1.2.,Charges sur salaires,Charge,824
5558,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.1.3.,Prime,Charge,187
5559,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.1.6.,Personnel intérimaire,Charge,4504
5560,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.1.8.,Frais Yser - Encadrement et commercial,Charge,2798
5561,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.10.,ACHAT ALIMENTAIRE PDJ,Charge,0
5562,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,253
5563,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.12.3.,Honoraire contentieux Gestion,Charge,253
5564,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,253
5565,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.13.,DEPLACEMENT ET MISSION,Charge,67
5566,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.14.,PUBLICITE,Charge,143
5567,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.14.1.,Publicité locale (résidence),Charge,74
5568,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.14.7.,Publicité Estudines,Charge,69
5569,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.15.,Publicité Internet,Charge,78
5570,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.16.,FOURNITURES ADMINISTRATIVES,Charge,19
5571,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.16.2.,Frais postaux,Charge,19
5572,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,275
5573,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.17.1.,Téléphone (C° et Abonnement),Charge,275
5574,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.17.2.,Internet (location de ligne),Charge,0
5575,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.3.,ENERGIE,Charge,7236
5576,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.3.2.,EDF : (RSG-REA-LFP),Charge,5584
5577,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,4196
5578,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.3.2.2.,EDF - Parties Privatives,Charge,706
5579,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.3.2.3.,EDF - Ascenseurs,Charge,683
5580,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.3.3.,Chauffage - Gaz,Charge,1652
5581,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.4.,CONTRATS DE MAINTENANCE,Charge,2119
5582,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.4.1.,Contrat de maintenance LFP,Charge,1824
5583,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.4.1.5.,Maintenance - parkings,Charge,345
5584,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.4.1.6.,Maintenance - espaces verts,Charge,1038
5585,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.4.1.7.,Maintenance - sécurité,Charge,442
5586,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.4.2.,Autres charges de copropriété,Charge,295
5587,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.4.2.1.,Autres charges - 51000000,Charge,206
5588,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,89
5589,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,9728
5590,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.6.1.,Réparations Parties Privatives,Charge,8461
5591,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.6.2.,Electroménager (605),Charge,550
5592,11000099 - Noisy,Réel 2023,2023.0,9.0,Mensuelle,R,2.6.3.,"Mobilier, équipement (renouvellement)",Charge,1490
